relative_path,label,class_name,client_id,split,group_id,leaf_group_id,scenario,alpha,quantity_alpha,feature_skew,seed,domain_id
Blueberry___healthy/02ecb53f-24e1-4e6b-bbaf-ae3bfe36e349___RS_HL 0629.JPG,4,Blueberry___healthy,4,train,partition::00004614,Blueberry___healthy:::43,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/04268cdb-082c-4a89-b28d-9a6f28b16b18___RS_HL 2672.JPG,4,Blueberry___healthy,4,train,partition::00004182,Blueberry___healthy:::110,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/073e8277-9ff9-4dbb-a234-ed87451b6732___RS_HL 0579.JPG,4,Blueberry___healthy,4,train,partition::00004576,Blueberry___healthy:::37,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/07e2439d-95a0-4fc1-b1b4-f256e3bda117___RS_HL 0741.JPG,4,Blueberry___healthy,4,train,partition::00004636,Blueberry___healthy:::59,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/08445100-f1e7-4bad-a046-91b687c443fd___RS_HL 5024.JPG,4,Blueberry___healthy,4,train,partition::00004527,Blueberry___healthy:::127,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/09db31ee-5e29-4b64-8fc8-b8bfb90bea19___RS_HL 5260.JPG,4,Blueberry___healthy,4,train,partition::00004517,Blueberry___healthy:::143,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/0b342a7e-bd8a-49b9-8121-06503160ec51___RS_HL 2669.JPG,4,Blueberry___healthy,4,train,partition::00004182,Blueberry___healthy:::110,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/0bfbcb95-30cb-487c-b9b9-49e4edd4af9f___RS_HL 0534.JPG,4,Blueberry___healthy,4,train,partition::00004605,Blueberry___healthy:::29,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/0d8e77c4-1930-456c-b429-e8774653a8cd___RS_HL 2272.JPG,4,Blueberry___healthy,4,train,partition::00004516,Blueberry___healthy:::67,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/0de3ce73-4dab-4c65-b931-155dc2a687b5___RS_HL 0478.JPG,4,Blueberry___healthy,4,train,partition::00004360,Blueberry___healthy:::22,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/1028b44c-e8ab-4710-a42c-92ac9be9117d___RS_HL 2279.JPG,4,Blueberry___healthy,4,train,partition::00004516,Blueberry___healthy:::67,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/10c457f3-fe51-4f31-a78e-7a78d016d0f6___RS_HL 0362.JPG,4,Blueberry___healthy,4,train,partition::00004456,Blueberry___healthy:::7,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/1289b8c7-9d7d-4afd-acce-3becd99bc4f8___RS_HL 0770.JPG,4,Blueberry___healthy,4,train,partition::00004386,Blueberry___healthy:::63,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/1341f183-3e63-4100-8a1f-2fe2eb2c0753___RS_HL 2674.JPG,4,Blueberry___healthy,4,train,partition::00004182,Blueberry___healthy:::110,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/186c4895-fdeb-4a45-94fc-b31d158d58b1___RS_HL 0364.JPG,4,Blueberry___healthy,4,train,partition::00004456,Blueberry___healthy:::7,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/19b26413-921b-4504-a423-92d431c247e4___RS_HL 0532.JPG,4,Blueberry___healthy,4,train,partition::00004605,Blueberry___healthy:::29,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/1b47df97-07bf-430d-82ff-927d9ba420fe___RS_HL 0565.JPG,4,Blueberry___healthy,4,train,partition::00004524,Blueberry___healthy:::35,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/1c9022ae-8319-419c-9082-b3d7a16340ee___RS_HL 2278.JPG,4,Blueberry___healthy,4,train,partition::00004516,Blueberry___healthy:::67,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/1db30d37-7b42-42c1-81a7-d8c7357c392b___RS_HL 5451.JPG,4,Blueberry___healthy,4,train,partition::00004592,Blueberry___healthy:::154,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/1e5dd6a5-2673-4258-8ca9-829a357119b9___RS_HL 0566.JPG,4,Blueberry___healthy,4,train,partition::00004524,Blueberry___healthy:::35,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/1f325cd0-b84c-464e-b64e-2eafc9e61c5b___RS_HL 0744.JPG,4,Blueberry___healthy,4,train,partition::00004636,Blueberry___healthy:::59,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/2019c792-a2ab-4ab2-a848-b2aafec5c25f___RS_HL 0480.JPG,4,Blueberry___healthy,4,train,partition::00004360,Blueberry___healthy:::22,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/2d392a0e-ed85-49b7-ad6f-f778f9ca64fc___RS_HL 0482.JPG,4,Blueberry___healthy,4,train,partition::00004360,Blueberry___healthy:::22,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/334fc49e-b2dc-441b-8e27-ac4374391664___RS_HL 2667.JPG,4,Blueberry___healthy,4,train,partition::00004182,Blueberry___healthy:::110,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/365c3106-43ef-4e20-9e7e-0da5b40ccfa0___RS_HL 0564.JPG,4,Blueberry___healthy,4,train,partition::00004524,Blueberry___healthy:::35,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/3df50a52-9365-474d-a7bf-8a014b5cb342___RS_HL 5256.JPG,4,Blueberry___healthy,4,train,partition::00004517,Blueberry___healthy:::143,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/3ef718ef-8753-4002-9350-6e2ee4da68a6___RS_HL 0628.JPG,4,Blueberry___healthy,4,train,partition::00004614,Blueberry___healthy:::43,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/428176ce-c654-4167-92cd-f8b0e813d005___RS_HL 5259.JPG,4,Blueberry___healthy,4,train,partition::00004517,Blueberry___healthy:::143,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/43575b9c-8761-4488-bcb1-9177308ba20b___RS_HL 0768.JPG,4,Blueberry___healthy,4,train,partition::00004386,Blueberry___healthy:::63,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/4518941a-f355-4d64-ab54-8861a650aa54___RS_HL 0363.JPG,4,Blueberry___healthy,4,train,partition::00004456,Blueberry___healthy:::7,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/47cb558d-9755-4743-a226-6c0acfc50b7b___RS_HL 0360.JPG,4,Blueberry___healthy,4,train,partition::00004456,Blueberry___healthy:::7,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/485b6c71-08dd-4f02-9140-fb04bafd7225___RS_HL 2671.JPG,4,Blueberry___healthy,4,train,partition::00004182,Blueberry___healthy:::110,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/4c0df4c1-8419-4735-9817-777bd6296996___RS_HL 0529.JPG,4,Blueberry___healthy,4,train,partition::00004605,Blueberry___healthy:::29,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/4d411eeb-e3f6-4019-9aab-76a7358562c9___RS_HL 5444.JPG,4,Blueberry___healthy,4,train,partition::00004592,Blueberry___healthy:::154,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/527cd0aa-0da8-48d0-9d40-92ffbab8320a___RS_HL 5029.JPG,4,Blueberry___healthy,4,train,partition::00004527,Blueberry___healthy:::127,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/54194ac7-afe4-4320-be17-40283af9405c___RS_HL 5253.JPG,4,Blueberry___healthy,4,train,partition::00004517,Blueberry___healthy:::143,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/55552309-237c-4b2f-a2df-2646e99e29a9___RS_HL 0476.JPG,4,Blueberry___healthy,4,train,partition::00004360,Blueberry___healthy:::22,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/5e116e83-e01a-408e-8cfd-33e2727a909e___RS_HL 0742.JPG,4,Blueberry___healthy,4,train,partition::00004636,Blueberry___healthy:::59,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/5f8d7bbb-c5e6-4328-97f0-2e83b56bbe6e___RS_HL 2270.JPG,4,Blueberry___healthy,4,train,partition::00004516,Blueberry___healthy:::67,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/6302fc2e-0cf2-4b60-a5bb-1140c950d0f2___RS_HL 0585.JPG,4,Blueberry___healthy,4,train,partition::00004576,Blueberry___healthy:::37,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/63122c0c-1a7c-4b26-b9be-b908d63c953e___RS_HL 0359.JPG,4,Blueberry___healthy,4,train,partition::00004456,Blueberry___healthy:::7,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/648dd675-b63d-44ea-897a-c57736deb447___RS_HL 5267.JPG,4,Blueberry___healthy,4,train,partition::00004517,Blueberry___healthy:::143,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/6533061f-86a1-4632-9f84-7c97f0163e26___RS_HL 0527.JPG,4,Blueberry___healthy,4,train,partition::00004605,Blueberry___healthy:::29,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/6597908f-2652-4bff-a3ab-4e2ed8076b55___RS_HL 0745.JPG,4,Blueberry___healthy,4,train,partition::00004636,Blueberry___healthy:::59,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/660faea6-c3d4-43bd-b6ee-dfeb418756de___RS_HL 5026.JPG,4,Blueberry___healthy,4,train,partition::00004527,Blueberry___healthy:::127,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/6e0d10c8-1d7d-4916-aa1c-f73eb16c8048___RS_HL 2273.JPG,4,Blueberry___healthy,4,train,partition::00004516,Blueberry___healthy:::67,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/6e2b2e48-ddc6-4a59-9e62-702b5192e8ba___RS_HL 0477.JPG,4,Blueberry___healthy,4,train,partition::00004360,Blueberry___healthy:::22,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/6eea55b9-060b-48dc-9aaa-c9f438f9729f___RS_HL 5269.JPG,4,Blueberry___healthy,4,train,partition::00004517,Blueberry___healthy:::143,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/713d5c9e-0b87-4e9f-9b60-5339f26ed924___RS_HL 5446.JPG,4,Blueberry___healthy,4,train,partition::00004592,Blueberry___healthy:::154,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/72cb878c-5714-4170-97ee-deee097d6de4___RS_HL 0743.JPG,4,Blueberry___healthy,4,train,partition::00004636,Blueberry___healthy:::59,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/75e4b693-2654-46ea-9faf-61fd0f684644___RS_HL 0627.JPG,4,Blueberry___healthy,4,train,partition::00004614,Blueberry___healthy:::43,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/76610fbe-b5da-460e-ae69-29e89b02f1dd___RS_HL 0577.JPG,4,Blueberry___healthy,4,train,partition::00004576,Blueberry___healthy:::37,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/767f9252-73cd-469f-9270-54b0a35b8bc9___RS_HL 0481.JPG,4,Blueberry___healthy,4,train,partition::00004360,Blueberry___healthy:::22,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/77035bfa-fa5e-4b78-b844-8fd2470fdfb2___RS_HL 0361.JPG,4,Blueberry___healthy,4,train,partition::00004456,Blueberry___healthy:::7,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/77de0ada-d1ad-4883-ab1f-99e88a32f81f___RS_HL 0769.JPG,4,Blueberry___healthy,4,train,partition::00004386,Blueberry___healthy:::63,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/79f506f9-d316-4fa7-9b57-630687b83a43___RS_HL 5448.JPG,4,Blueberry___healthy,4,train,partition::00004592,Blueberry___healthy:::154,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/7aac90c4-1664-4450-bb28-e2c955c5d8f0___RS_HL 5025.JPG,4,Blueberry___healthy,4,train,partition::00004527,Blueberry___healthy:::127,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/7c6c3c41-8c5f-421a-92d5-898db8939ead___RS_HL 2277.JPG,4,Blueberry___healthy,4,train,partition::00004516,Blueberry___healthy:::67,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/81526f5a-e925-473e-bc61-f93b283c060e___RS_HL 0582.JPG,4,Blueberry___healthy,4,train,partition::00004576,Blueberry___healthy:::37,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/85d2a4f5-9d22-4451-988c-92a45e65626c___RS_HL 2275.JPG,4,Blueberry___healthy,4,train,partition::00004516,Blueberry___healthy:::67,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/886a65f7-e331-4ca5-b9ac-5c656457afab___RS_HL 5028.JPG,4,Blueberry___healthy,4,train,partition::00004527,Blueberry___healthy:::127,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/8991caef-c9b1-4e72-bd8c-07477d860eac___RS_HL 0580.JPG,4,Blueberry___healthy,4,train,partition::00004576,Blueberry___healthy:::37,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/8adbef52-c9e1-4a06-adc7-497179c66cff___RS_HL 5452.JPG,4,Blueberry___healthy,4,train,partition::00004592,Blueberry___healthy:::154,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/8c03a43c-f29d-4630-9bc4-87f2f958e5a8___RS_HL 5027.JPG,4,Blueberry___healthy,4,train,partition::00004527,Blueberry___healthy:::127,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/8f1370bd-2301-44e8-8867-324042b5fd18___RS_HL 0625.JPG,4,Blueberry___healthy,4,train,partition::00004614,Blueberry___healthy:::43,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/8fcdc9bd-4914-41ad-b4c0-76e9367629c6___RS_HL 5261.JPG,4,Blueberry___healthy,4,train,partition::00004517,Blueberry___healthy:::143,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/90684e9f-8d3c-4f24-b922-1a14dc33a056___RS_HL 5263.JPG,4,Blueberry___healthy,4,train,partition::00004517,Blueberry___healthy:::143,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/91b72d35-a43c-42f4-a436-76ac189a9aef___RS_HL 0746.JPG,4,Blueberry___healthy,4,train,partition::00004636,Blueberry___healthy:::59,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/95b11c2f-6d6d-4371-97ae-f4430170a16e___RS_HL 2673.JPG,4,Blueberry___healthy,4,train,partition::00004182,Blueberry___healthy:::110,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/97379a4d-336d-494b-885a-19df46b779ad___RS_HL 5447.JPG,4,Blueberry___healthy,4,train,partition::00004592,Blueberry___healthy:::154,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/9f441698-d5bd-4717-8677-b13ed8231cb7___RS_HL 5266.JPG,4,Blueberry___healthy,4,train,partition::00004517,Blueberry___healthy:::143,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/9f9f9876-fb8a-49d8-b774-fadbcef37e6d___RS_HL 5254.JPG,4,Blueberry___healthy,4,train,partition::00004517,Blueberry___healthy:::143,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/a3a74345-7db1-4392-8e47-60fecd28ed1b___RS_HL 5255.JPG,4,Blueberry___healthy,4,train,partition::00004517,Blueberry___healthy:::143,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/a5506fba-2c74-4387-8511-f5e1ba8c5a94___RS_HL 2668.JPG,4,Blueberry___healthy,4,train,partition::00004182,Blueberry___healthy:::110,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/a5974588-2d12-48d1-b167-708e7b725684___RS_HL 5453.JPG,4,Blueberry___healthy,4,train,partition::00004592,Blueberry___healthy:::154,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/a66d7bd0-8f46-4c86-a516-f30e3c13b1a6___RS_HL 5445.JPG,4,Blueberry___healthy,4,train,partition::00004592,Blueberry___healthy:::154,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/a6fde3d0-16fb-4364-8b20-bd161b8d5c4c___RS_HL 0584.JPG,4,Blueberry___healthy,4,train,partition::00004576,Blueberry___healthy:::37,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/aa4b91c0-fae7-4d6b-9bff-663705650221___RS_HL 5270.JPG,4,Blueberry___healthy,4,train,partition::00004517,Blueberry___healthy:::143,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/aaf04542-b3d0-45c6-a6f8-3c231a88b015___RS_HL 0771.JPG,4,Blueberry___healthy,4,train,partition::00004386,Blueberry___healthy:::63,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/ac6b98e8-276c-4710-8021-45ae3f8dfa0c___RS_HL 0531.JPG,4,Blueberry___healthy,4,train,partition::00004605,Blueberry___healthy:::29,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/adb262e1-4cac-4389-8c7b-fda07e2247fe___RS_HL 0623.JPG,4,Blueberry___healthy,4,train,partition::00004614,Blueberry___healthy:::43,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/b053601d-88fb-4475-b477-7af8548d36a8___RS_HL 2670.JPG,4,Blueberry___healthy,4,train,partition::00004182,Blueberry___healthy:::110,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/b2c1c0f4-f296-4d4a-b161-ccaaa005253f___RS_HL 5449.JPG,4,Blueberry___healthy,4,train,partition::00004592,Blueberry___healthy:::154,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/b4dc7c09-cfa3-4159-b76a-121c9f819852___RS_HL 5257.JPG,4,Blueberry___healthy,4,train,partition::00004517,Blueberry___healthy:::143,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/b51fc284-e074-4df7-829f-7340979e6471___RS_HL 0533.JPG,4,Blueberry___healthy,4,train,partition::00004605,Blueberry___healthy:::29,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/b61f3fe7-c628-45dc-b37c-fb51c4db6836___RS_HL 5264.JPG,4,Blueberry___healthy,4,train,partition::00004517,Blueberry___healthy:::143,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/bbfd7aef-db2f-43c4-97f6-43ff62d481ec___RS_HL 0773.JPG,4,Blueberry___healthy,4,train,partition::00004386,Blueberry___healthy:::63,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/bc7b70a1-f507-45de-a063-e964418c29c8___RS_HL 5031.JPG,4,Blueberry___healthy,4,train,partition::00004527,Blueberry___healthy:::127,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/bf9d41dd-cd9b-4277-9c8c-af5860b00615___RS_HL 5442.JPG,4,Blueberry___healthy,4,train,partition::00004592,Blueberry___healthy:::154,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/c7ce4edb-e85a-4442-82e8-837a107f480f___RS_HL 0568.JPG,4,Blueberry___healthy,4,train,partition::00004524,Blueberry___healthy:::35,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/cdb55677-39b2-4953-9722-8bc315f99bbb___RS_HL 0479.JPG,4,Blueberry___healthy,4,train,partition::00004360,Blueberry___healthy:::22,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/cfc4b434-b51b-4144-accb-89133f47f956___RS_HL 0567.JPG,4,Blueberry___healthy,4,train,partition::00004524,Blueberry___healthy:::35,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/d019c2fb-6d5f-47b9-abb8-bed0759e976c___RS_HL 5032.JPG,4,Blueberry___healthy,4,train,partition::00004527,Blueberry___healthy:::127,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/d16118ec-bd4d-4456-94d2-4b2085e71b2d___RS_HL 5443.JPG,4,Blueberry___healthy,4,train,partition::00004592,Blueberry___healthy:::154,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/d2cdfb24-35d0-42cc-82ff-48b2796f22bc___RS_HL 0772.JPG,4,Blueberry___healthy,4,train,partition::00004386,Blueberry___healthy:::63,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/d737d0b5-4c05-4d90-ab27-42f605b74896___RS_HL 0530.JPG,4,Blueberry___healthy,4,train,partition::00004605,Blueberry___healthy:::29,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/d9edd0f1-b14e-4737-a5ba-d8277d151802___RS_HL 0569.JPG,4,Blueberry___healthy,4,train,partition::00004524,Blueberry___healthy:::35,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/da4dc138-bfd8-40dd-94e8-c66b330a82f1___RS_HL 5268.JPG,4,Blueberry___healthy,4,train,partition::00004517,Blueberry___healthy:::143,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/daa9d318-2105-4029-8900-4483c1fcd3bd___RS_HL 5265.JPG,4,Blueberry___healthy,4,train,partition::00004517,Blueberry___healthy:::143,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/dc6156cf-dd29-42bf-b644-ad26557a9678___RS_HL 2271.JPG,4,Blueberry___healthy,4,train,partition::00004516,Blueberry___healthy:::67,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/dccf581a-ca91-48db-b560-545085fda21e___RS_HL 0358.JPG,4,Blueberry___healthy,4,train,partition::00004456,Blueberry___healthy:::7,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/df078648-c243-41c2-aa79-13bb222c5ff7___RS_HL 2276.JPG,4,Blueberry___healthy,4,train,partition::00004516,Blueberry___healthy:::67,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/e005d870-3cb5-4488-98ef-7edb87104d24___RS_HL 0357.JPG,4,Blueberry___healthy,4,train,partition::00004456,Blueberry___healthy:::7,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/e025258c-3159-4a38-9f52-c49a8abd4a04___RS_HL 5030.JPG,4,Blueberry___healthy,4,train,partition::00004527,Blueberry___healthy:::127,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/e1cd8cab-db66-4570-ab31-f6269983a7ed___RS_HL 0578.JPG,4,Blueberry___healthy,4,train,partition::00004576,Blueberry___healthy:::37,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/e5e768c1-7bd0-4944-9041-4041d13be780___RS_HL 5262.JPG,4,Blueberry___healthy,4,train,partition::00004517,Blueberry___healthy:::143,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/e64e4e7b-f4f1-4ba8-8d49-c8fa4094b2c7___RS_HL 5454.JPG,4,Blueberry___healthy,4,train,partition::00004592,Blueberry___healthy:::154,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/e7f12199-1771-4c48-8cc5-910e5fcdac70___RS_HL 2274.JPG,4,Blueberry___healthy,4,train,partition::00004516,Blueberry___healthy:::67,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/e8035690-4a06-4d50-8500-49a7b9d41f07___RS_HL 5258.JPG,4,Blueberry___healthy,4,train,partition::00004517,Blueberry___healthy:::143,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/e8bdcdd5-32e5-48e7-a563-08d5ad2063c3___RS_HL 0581.JPG,4,Blueberry___healthy,4,train,partition::00004576,Blueberry___healthy:::37,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/e97fece3-ef56-43fe-a4d3-d9656c8d87ca___RS_HL 0563.JPG,4,Blueberry___healthy,4,train,partition::00004524,Blueberry___healthy:::35,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/e9d2912b-1dc4-41a8-b60c-a5065f01e15f___RS_HL 5033.JPG,4,Blueberry___healthy,4,train,partition::00004527,Blueberry___healthy:::127,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/f1465cd9-cfe8-40a4-8e44-84567a461ed6___RS_HL 0583.JPG,4,Blueberry___healthy,4,train,partition::00004576,Blueberry___healthy:::37,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/f3d5a32f-d06f-4b82-b99a-8f9d95e83cce___RS_HL 0626.JPG,4,Blueberry___healthy,4,train,partition::00004614,Blueberry___healthy:::43,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/f3e93b47-bf22-413d-ac18-0381cf2c9420___RS_HL 5450.JPG,4,Blueberry___healthy,4,train,partition::00004592,Blueberry___healthy:::154,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/f5afb3e1-9f3e-4008-9f37-98548360dde0___RS_HL 0528.JPG,4,Blueberry___healthy,4,train,partition::00004605,Blueberry___healthy:::29,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/f75e19f7-4839-4f9a-adf3-98d97182a056___RS_HL 0624.JPG,4,Blueberry___healthy,4,train,partition::00004614,Blueberry___healthy:::43,label_quantity_skew,0.1,0.1,none,42,-1
Blueberry___healthy/fa20564c-09ba-49f4-9840-91c18c579b5e___RS_HL 0747.JPG,4,Blueberry___healthy,4,train,partition::00004636,Blueberry___healthy:::59,label_quantity_skew,0.1,0.1,none,42,-1
