relative_path,label,class_name,client_id,split,group_id,leaf_group_id,scenario,alpha,quantity_alpha,feature_skew,seed,domain_id
Apple___Black_rot/057c985f-2a00-40fe-b48f-590aabd3babe___JR_FrgE.S 3015.JPG,1,Apple___Black_rot,3,train,partition::00000645,img::D:/university/do-an-tot-nghiep/train-gd-2/PlantVillage-Dataset/raw/color/Apple___Black_rot/057c985f-2a00-40fe-b48f-590aabd3babe___JR_FrgE.S 3015.JPG,label_quantity_skew,0.1,0.1,none,42,-1
Apple___Black_rot/39148cb8-c7fa-4760-b708-b4e399047bb6___JR_FrgE.S 2869.JPG,1,Apple___Black_rot,3,train,partition::00000749,img::D:/university/do-an-tot-nghiep/train-gd-2/PlantVillage-Dataset/raw/color/Apple___Black_rot/39148cb8-c7fa-4760-b708-b4e399047bb6___JR_FrgE.S 2869.JPG,label_quantity_skew,0.1,0.1,none,42,-1
Apple___Black_rot/7d0d902e-524f-48da-9eee-41642cc78aef___JR_FrgE.S 2911.JPG,1,Apple___Black_rot,3,train,partition::00000933,img::D:/university/do-an-tot-nghiep/train-gd-2/PlantVillage-Dataset/raw/color/Apple___Black_rot/7d0d902e-524f-48da-9eee-41642cc78aef___JR_FrgE.S 2911.JPG,label_quantity_skew,0.1,0.1,none,42,-1
Apple___Black_rot/9dd36e5e-2ca6-4ab3-8f5f-4ffb594a6023___JR_FrgE.S 2745.JPG,1,Apple___Black_rot,3,train,partition::00001009,img::D:/university/do-an-tot-nghiep/train-gd-2/PlantVillage-Dataset/raw/color/Apple___Black_rot/9dd36e5e-2ca6-4ab3-8f5f-4ffb594a6023___JR_FrgE.S 2745.JPG,label_quantity_skew,0.1,0.1,none,42,-1
Apple___Black_rot/a8f06c83-bcab-4431-8c91-b00331c4b067___JR_FrgE.S 8613.JPG,1,Apple___Black_rot,3,train,partition::00001040,img::D:/university/do-an-tot-nghiep/train-gd-2/PlantVillage-Dataset/raw/color/Apple___Black_rot/a8f06c83-bcab-4431-8c91-b00331c4b067___JR_FrgE.S 8613.JPG,label_quantity_skew,0.1,0.1,none,42,-1
Apple___Black_rot/cda99dd8-c509-4825-a35d-d71cb35d3d4c___JR_FrgE.S 8695.JPG,1,Apple___Black_rot,3,train,partition::00001118,img::D:/university/do-an-tot-nghiep/train-gd-2/PlantVillage-Dataset/raw/color/Apple___Black_rot/cda99dd8-c509-4825-a35d-d71cb35d3d4c___JR_FrgE.S 8695.JPG,label_quantity_skew,0.1,0.1,none,42,-1
Apple___Black_rot/e2da6207-2cfa-4620-8569-2f4c57a34f30___JR_FrgE.S 8682.JPG,1,Apple___Black_rot,3,train,partition::00001167,img::D:/university/do-an-tot-nghiep/train-gd-2/PlantVillage-Dataset/raw/color/Apple___Black_rot/e2da6207-2cfa-4620-8569-2f4c57a34f30___JR_FrgE.S 8682.JPG,label_quantity_skew,0.1,0.1,none,42,-1
Apple___Black_rot/f9b7fc98-caee-4bb1-ae7b-1e9981ba6d72___JR_FrgE.S 2990.JPG,1,Apple___Black_rot,3,train,partition::00001231,img::D:/university/do-an-tot-nghiep/train-gd-2/PlantVillage-Dataset/raw/color/Apple___Black_rot/f9b7fc98-caee-4bb1-ae7b-1e9981ba6d72___JR_FrgE.S 2990.JPG,label_quantity_skew,0.1,0.1,none,42,-1
Cherry_(including_sour)___Powdery_mildew/02a749ab-890a-4165-9f17-c1e30a56ef41___FREC_Pwd.M 4868.JPG,5,Cherry_(including_sour)___Powdery_mildew,3,train,partition::00005668,Cherry_(including_sour)___Powdery_mildew:::39,label_quantity_skew,0.1,0.1,none,42,-1
Cherry_(including_sour)___Powdery_mildew/041d97fc-da3d-4420-8f6f-2be0e7070f28___FREC_Pwd.M 0392.JPG,5,Cherry_(including_sour)___Powdery_mildew,3,train,partition::00005697,Cherry_(including_sour)___Powdery_mildew:::8,label_quantity_skew,0.1,0.1,none,42,-1
