relative_path,label,class_name,client_id,split,group_id,leaf_group_id,scenario,alpha,quantity_alpha,feature_skew,seed,domain_id
Apple___Apple_scab/01a66316-0e98-4d3b-a56f-d78752cd043f___FREC_Scab 3003.JPG,0,Apple___Apple_scab,2,train,partition::00000403,Apple___Apple_scab:::19,quantity_skew,0.1,100.0,none,42,-1
Apple___Apple_scab/029424b0-0ef5-491b-9ef5-069190d24d8f___FREC_Scab 3504.JPG,0,Apple___Apple_scab,2,train,partition::00000381,Apple___Apple_scab:::105,quantity_skew,0.1,100.0,none,42,-1
Apple___Apple_scab/0631708e-5bac-4611-8ff9-6d5ee87ce3b3___FREC_Scab 3252.JPG,0,Apple___Apple_scab,2,train,partition::00000199,Apple___Apple_scab:::65,quantity_skew,0.1,100.0,none,42,-1
Apple___Apple_scab/095c9131-a0cb-47de-898a-f9371f208c01___FREC_Scab 3109.JPG,0,Apple___Apple_scab,2,train,partition::00000579,Apple___Apple_scab:::38,quantity_skew,0.1,100.0,none,42,-1
Apple___Apple_scab/09ba6ad9-aa8d-4493-b1bf-818a4b30c4aa___FREC_Scab 2981.JPG,0,Apple___Apple_scab,2,train,partition::00000563,Apple___Apple_scab:::15,quantity_skew,0.1,100.0,none,42,-1
Apple___Apple_scab/0b4a52e3-e15e-4117-b2e8-7cdb5dca3ce9___FREC_Scab 3137.JPG,0,Apple___Apple_scab,2,train,partition::00000397,Apple___Apple_scab:::44,quantity_skew,0.1,100.0,none,42,-1
Apple___Apple_scab/0db71c1d-93d7-4481-b0d0-b73f995131a9___FREC_Scab 2976.JPG,0,Apple___Apple_scab,2,train,partition::00000563,Apple___Apple_scab:::15,quantity_skew,0.1,100.0,none,42,-1
Apple___Apple_scab/0e90fe4a-e8b6-4186-9429-a9fea180af9a___FREC_Scab 3391.JPG,0,Apple___Apple_scab,2,train,partition::00000597,Apple___Apple_scab:::88,quantity_skew,0.1,100.0,none,42,-1
Apple___Apple_scab/106aaa5f-c98d-482d-88ef-8e5170e9072d___FREC_Scab 3489.JPG,0,Apple___Apple_scab,2,train,partition::00000625,Apple___Apple_scab:::103,quantity_skew,0.1,100.0,none,42,-1
Apple___Apple_scab/13f31401-f65a-4025-823a-4f2738e8bff9___FREC_Scab 3062.JPG,0,Apple___Apple_scab,2,train,partition::00000328,Apple___Apple_scab:::29,quantity_skew,0.1,100.0,none,42,-1
Apple___Apple_scab/1bcc3b5d-7e00-43fb-983e-95ae271a715b___FREC_Scab 3061.JPG,0,Apple___Apple_scab,2,train,partition::00000328,Apple___Apple_scab:::29,quantity_skew,0.1,100.0,none,42,-1
Apple___Apple_scab/1cb869ea-0a4c-47d7-9def-a88c16b72ddc___FREC_Scab 3350.JPG,0,Apple___Apple_scab,2,train,partition::00000568,Apple___Apple_scab:::81,quantity_skew,0.1,100.0,none,42,-1
Apple___Apple_scab/201d8b27-5a38-43e5-8065-f7fe039ad781___FREC_Scab 3058.JPG,0,Apple___Apple_scab,2,train,partition::00000328,Apple___Apple_scab:::29,quantity_skew,0.1,100.0,none,42,-1
Apple___Apple_scab/25aeb397-bc36-4fe5-affe-6b8195d4f282___FREC_Scab 3494.JPG,0,Apple___Apple_scab,2,train,partition::00000625,Apple___Apple_scab:::103,quantity_skew,0.1,100.0,none,42,-1
Apple___Apple_scab/2a59761b-c91c-451c-8e13-d9dc3aff8d29___FREC_Scab 3503.JPG,0,Apple___Apple_scab,2,train,partition::00000381,Apple___Apple_scab:::105,quantity_skew,0.1,100.0,none,42,-1
Apple___Apple_scab/2d329823-7ad5-4189-89b7-4bdf24f9c393___FREC_Scab 3507.JPG,0,Apple___Apple_scab,2,train,partition::00000381,Apple___Apple_scab:::105,quantity_skew,0.1,100.0,none,42,-1
Apple___Apple_scab/2d5265d2-be99-4e9f-a085-d309cc01b751___FREC_Scab 3023.JPG,0,Apple___Apple_scab,2,train,partition::00000388,Apple___Apple_scab:::22,quantity_skew,0.1,100.0,none,42,-1
