relative_path,label,class_name,client_id,split,group_id,leaf_group_id,scenario,alpha,quantity_alpha,feature_skew,seed,domain_id
Apple___Apple_scab/00075aa8-d81a-4184-8541-b692b78d398a___FREC_Scab 3335.JPG,0,Apple___Apple_scab,2,train,partition::00000424,Apple___Apple_scab:::79,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/0208f4eb-45a4-4399-904e-989ac2c6257c___FREC_Scab 3037.JPG,0,Apple___Apple_scab,2,train,partition::00000615,Apple___Apple_scab:::25,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/0261a6e4-21f8-481a-8827-b674e6955644___FREC_Scab 3055.JPG,0,Apple___Apple_scab,2,train,partition::00000395,Apple___Apple_scab:::28,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/029424b0-0ef5-491b-9ef5-069190d24d8f___FREC_Scab 3504.JPG,0,Apple___Apple_scab,2,train,partition::00000381,Apple___Apple_scab:::105,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/0395b847-2c73-4674-826f-33a6afb5b4fe___FREC_Scab 3287.JPG,0,Apple___Apple_scab,2,train,partition::00000620,Apple___Apple_scab:::72,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/03eccb1a-0368-4ac7-9f48-7546037b775a___FREC_Scab 3334.JPG,0,Apple___Apple_scab,2,train,partition::00000599,Apple___Apple_scab:::78,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/0537ad56-3d24-4e97-a947-65b9b37f8988___FREC_Scab 3079.JPG,0,Apple___Apple_scab,2,train,partition::00000229,Apple___Apple_scab:::33,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/058d5e64-2c57-45ba-94cb-ac83fd1885a0___FREC_Scab 3181.JPG,0,Apple___Apple_scab,2,train,partition::00000514,Apple___Apple_scab:::52,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/0631708e-5bac-4611-8ff9-6d5ee87ce3b3___FREC_Scab 3252.JPG,0,Apple___Apple_scab,2,train,partition::00000199,Apple___Apple_scab:::65,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/0672ab32-9fce-41f3-ae69-e39c48a0a292___FREC_Scab 3347.JPG,0,Apple___Apple_scab,2,train,partition::00000573,Apple___Apple_scab:::80,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/06cf74b6-d895-4a09-b3b1-bc63579f8c33___FREC_Scab 3128.JPG,0,Apple___Apple_scab,2,train,partition::00000613,Apple___Apple_scab:::42,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/0896ecbc-1af2-4868-8279-ed302acb29bc___FREC_Scab 3339.JPG,0,Apple___Apple_scab,2,train,partition::00000424,Apple___Apple_scab:::79,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/08c42d78-aa7b-4106-b0c1-b260f898dcba___FREC_Scab 3151.JPG,0,Apple___Apple_scab,2,train,partition::00000494,Apple___Apple_scab:::46,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/095c9131-a0cb-47de-898a-f9371f208c01___FREC_Scab 3109.JPG,0,Apple___Apple_scab,2,train,partition::00000579,Apple___Apple_scab:::38,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/09ba6ad9-aa8d-4493-b1bf-818a4b30c4aa___FREC_Scab 2981.JPG,0,Apple___Apple_scab,2,train,partition::00000563,Apple___Apple_scab:::15,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/0a14783a-838a-4d4f-a671-ff98011714c6___FREC_Scab 3288.JPG,0,Apple___Apple_scab,2,train,partition::00000620,Apple___Apple_scab:::72,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/0a6812de-7416-4ffe-aba9-307599a02c84___FREC_Scab 2973.JPG,0,Apple___Apple_scab,2,train,partition::00000618,Apple___Apple_scab:::14,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/0b170906-9436-4c0d-84c1-c396ad9d909b___FREC_Scab 3101.JPG,0,Apple___Apple_scab,2,train,partition::00000460,Apple___Apple_scab:::37,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/0b1e31fa-cbc0-41ed-9139-c794e6855e82___FREC_Scab 3089.JPG,0,Apple___Apple_scab,2,train,partition::00000522,Apple___Apple_scab:::35,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/0c620ec5-11cf-4120-94ab-1311e99df147___FREC_Scab 3131.JPG,0,Apple___Apple_scab,2,train,partition::00000447,Apple___Apple_scab:::43,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/0d8d5b80-962d-4381-8d3b-9eca3f2f1bb0___FREC_Scab 3449.JPG,0,Apple___Apple_scab,2,train,partition::00000628,Apple___Apple_scab:::97,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/0db71c1d-93d7-4481-b0d0-b73f995131a9___FREC_Scab 2976.JPG,0,Apple___Apple_scab,2,train,partition::00000563,Apple___Apple_scab:::15,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/0e90fe4a-e8b6-4186-9429-a9fea180af9a___FREC_Scab 3391.JPG,0,Apple___Apple_scab,2,train,partition::00000597,Apple___Apple_scab:::88,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/106aaa5f-c98d-482d-88ef-8e5170e9072d___FREC_Scab 3489.JPG,0,Apple___Apple_scab,2,train,partition::00000625,Apple___Apple_scab:::103,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/11c50257-617e-4a6a-a996-2b195af9ada4___FREC_Scab 3462.JPG,0,Apple___Apple_scab,2,train,partition::00000509,Apple___Apple_scab:::99,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/11f5b020-3dfd-400c-9819-7d229bc5f929___FREC_Scab 2945.JPG,0,Apple___Apple_scab,2,train,partition::00000538,Apple___Apple_scab:::9,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/133c27cd-57f6-4790-b446-972327e13194___FREC_Scab 3362.JPG,0,Apple___Apple_scab,2,train,partition::00000610,Apple___Apple_scab:::83,label_skew,0.1,0.1,none,42,-1
Apple___Apple_scab/13b16e68-c82c-4de8-ab34-877ff352e821___FREC_Scab 3180.JPG,0,Apple___Apple_scab,2,train,partition::00000514,Apple___Apple_scab:::52,label_skew,0.1,0.1,none,42,-1
