relative_path,label,class_name,client_id,split,group_id,leaf_group_id,scenario,alpha,quantity_alpha,feature_skew,seed,domain_id
Apple___Apple_scab/0672ab32-9fce-41f3-ae69-e39c48a0a292___FREC_Scab 3347.JPG,0,Apple___Apple_scab,2,train,partition::00000573,Apple___Apple_scab:::80,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/06cf74b6-d895-4a09-b3b1-bc63579f8c33___FREC_Scab 3128.JPG,0,Apple___Apple_scab,2,train,partition::00000613,Apple___Apple_scab:::42,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/0b1e31fa-cbc0-41ed-9139-c794e6855e82___FREC_Scab 3089.JPG,0,Apple___Apple_scab,2,train,partition::00000522,Apple___Apple_scab:::35,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/0e90fe4a-e8b6-4186-9429-a9fea180af9a___FREC_Scab 3391.JPG,0,Apple___Apple_scab,2,train,partition::00000597,Apple___Apple_scab:::88,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/11f5b020-3dfd-400c-9819-7d229bc5f929___FREC_Scab 2945.JPG,0,Apple___Apple_scab,2,train,partition::00000538,Apple___Apple_scab:::9,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/133c27cd-57f6-4790-b446-972327e13194___FREC_Scab 3362.JPG,0,Apple___Apple_scab,2,train,partition::00000610,Apple___Apple_scab:::83,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/18ab74ed-8e95-4787-b2e1-1283594bd00b___FREC_Scab 3012.JPG,0,Apple___Apple_scab,2,train,partition::00000627,Apple___Apple_scab:::20,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/18e95262-fb0a-472c-93ab-e03138a360dc___FREC_Scab 3366.JPG,0,Apple___Apple_scab,2,train,partition::00000610,Apple___Apple_scab:::83,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/18ea82fd-4e16-416f-8ad9-54e0f6601693___FREC_Scab 3127.JPG,0,Apple___Apple_scab,2,train,partition::00000613,Apple___Apple_scab:::42,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/233b7aec-ccec-47a3-b5bd-27e154d7a8f7___FREC_Scab 2912.JPG,0,Apple___Apple_scab,2,train,partition::00000489,Apple___Apple_scab:::2,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/23466313-6a2c-46e7-ad89-1f95dd2d3b40___FREC_Scab 3517.JPG,0,Apple___Apple_scab,2,train,partition::00000559,Apple___Apple_scab:::107,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/246c33b0-fac8-4cca-ae8b-17947338b8b2___FREC_Scab 3091.JPG,0,Apple___Apple_scab,2,train,partition::00000522,Apple___Apple_scab:::35,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/26a31865-1d42-4bd6-8b67-02cbedfd6f64___FREC_Scab 3516.JPG,0,Apple___Apple_scab,2,train,partition::00000559,Apple___Apple_scab:::107,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/2bc018ba-3c49-4cf4-9411-a93b7b196f45___FREC_Scab 3326.JPG,0,Apple___Apple_scab,2,train,partition::00000624,Apple___Apple_scab:::77,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/2d4c8a12-a34c-4c8b-b357-271d87532ece___FREC_Scab 3090.JPG,0,Apple___Apple_scab,2,train,partition::00000522,Apple___Apple_scab:::35,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/2dd8b8f8-46b0-4bc6-b817-ea7163f4b28b___FREC_Scab 3473.JPG,0,Apple___Apple_scab,2,train,partition::00000578,Apple___Apple_scab:::100,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/2e264ee0-7679-4ad2-a19a-1ac4d2e84079___FREC_Scab 2984.JPG,0,Apple___Apple_scab,2,train,partition::00000539,Apple___Apple_scab:::16,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/35694cb9-efe9-441a-a810-13e065de7925___FREC_Scab 3320.JPG,0,Apple___Apple_scab,2,train,partition::00000605,Apple___Apple_scab:::76,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/35fde58e-46ea-4d1b-9580-ead7a2d0cb3b___FREC_Scab 2952.JPG,0,Apple___Apple_scab,2,train,partition::00000398,Apple___Apple_scab:::10,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/3dd3d59c-be2a-4f29-8fa1-d4f37d7fb894___FREC_Scab 3412.JPG,0,Apple___Apple_scab,2,train,partition::00000442,Apple___Apple_scab:::91,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/40a5e87c-ee32-4d67-9b28-926e94638a1d___FREC_Scab 3251.JPG,0,Apple___Apple_scab,2,train,partition::00000401,Apple___Apple_scab:::64,label_skew,1.0,0.1,none,42,-1
Apple___Apple_scab/43712608-0fa2-4be2-91a0-242aca469cb4___FREC_Scab 2985.JPG,0,Apple___Apple_scab,2,train,partition::00000539,Apple___Apple_scab:::16,label_skew,1.0,0.1,none,42,-1
