relative_path,label,class_name,client_id,split,group_id,leaf_group_id,scenario,alpha,quantity_alpha,feature_skew,seed,domain_id
Apple___Apple_scab/0340dc35-5215-48ab-8db7-06af99fcb358___FREC_Scab 2966.JPG,0,Apple___Apple_scab,0,train,partition::00000614,Apple___Apple_scab:::13,feature_dirichlet,0.1,0.1,synthetic_domain,42,0
Apple___Apple_scab/03eccb1a-0368-4ac7-9f48-7546037b775a___FREC_Scab 3334.JPG,0,Apple___Apple_scab,0,train,partition::00000599,Apple___Apple_scab:::78,feature_dirichlet,0.1,0.1,synthetic_domain,42,1
Apple___Apple_scab/0631708e-5bac-4611-8ff9-6d5ee87ce3b3___FREC_Scab 3252.JPG,0,Apple___Apple_scab,0,train,partition::00000199,Apple___Apple_scab:::65,feature_dirichlet,0.1,0.1,synthetic_domain,42,0
Apple___Apple_scab/1962d1ec-fb66-4583-b631-81cd23ecf063___FREC_Scab 3238.JPG,0,Apple___Apple_scab,0,train,partition::00000545,Apple___Apple_scab:::62,feature_dirichlet,0.1,0.1,synthetic_domain,42,0
Apple___Apple_scab/1cdf2779-8cb1-4ae4-be70-b0eeb1abb0f8___FREC_Scab 3370.JPG,0,Apple___Apple_scab,0,train,partition::00000409,Apple___Apple_scab:::84,feature_dirichlet,0.1,0.1,synthetic_domain,42,0
Apple___Apple_scab/222a9802-f14c-433e-9d18-d0668ed3c279___FREC_Scab 3239.JPG,0,Apple___Apple_scab,0,train,partition::00000545,Apple___Apple_scab:::62,feature_dirichlet,0.1,0.1,synthetic_domain,42,0
Apple___Apple_scab/252087d7-57c9-4ebe-b6c4-840d6c5dfcb1___FREC_Scab 3329.JPG,0,Apple___Apple_scab,0,train,partition::00000599,Apple___Apple_scab:::78,feature_dirichlet,0.1,0.1,synthetic_domain,42,1
Apple___Apple_scab/29ab8216-ec38-4efd-9c77-21068fa899a4___FREC_Scab 3241.JPG,0,Apple___Apple_scab,0,train,partition::00000545,Apple___Apple_scab:::62,feature_dirichlet,0.1,0.1,synthetic_domain,42,0
Apple___Apple_scab/2a97b29d-8a63-47ab-bd5b-c14832a586c8___FREC_Scab 3242.JPG,0,Apple___Apple_scab,0,train,partition::00000545,Apple___Apple_scab:::62,feature_dirichlet,0.1,0.1,synthetic_domain,42,0
Apple___Apple_scab/320dff9e-6d59-4bec-9e7c-930444343e3b___FREC_Scab 3398.JPG,0,Apple___Apple_scab,0,train,partition::00000499,Apple___Apple_scab:::89,feature_dirichlet,0.1,0.1,synthetic_domain,42,1
Apple___Apple_scab/3c2f46e3-9f96-4912-a9d5-7a046aa6a1b2___FREC_Scab 2967.JPG,0,Apple___Apple_scab,0,train,partition::00000614,Apple___Apple_scab:::13,feature_dirichlet,0.1,0.1,synthetic_domain,42,0
Apple___Apple_scab/3eb26abb-a392-4cc4-9be2-d5e4bb8f3660___FREC_Scab 2969.JPG,0,Apple___Apple_scab,0,train,partition::00000614,Apple___Apple_scab:::13,feature_dirichlet,0.1,0.1,synthetic_domain,42,0
Apple___Apple_scab/4512edee-9d3b-451e-845d-86666feebe99___FREC_Scab 3328.JPG,0,Apple___Apple_scab,0,train,partition::00000599,Apple___Apple_scab:::78,feature_dirichlet,0.1,0.1,synthetic_domain,42,1
Apple___Apple_scab/45512c84-e453-459c-b12f-1d08ce44001b___FREC_Scab 3072.JPG,0,Apple___Apple_scab,0,train,partition::00000549,Apple___Apple_scab:::32,feature_dirichlet,0.1,0.1,synthetic_domain,42,0
Apple___Apple_scab/4555c009-6c33-4913-accc-fd1a8355646b___FREC_Scab 2929.JPG,0,Apple___Apple_scab,0,train,partition::00000493,Apple___Apple_scab:::5,feature_dirichlet,0.1,0.1,synthetic_domain,42,0
Apple___Apple_scab/4bb38e05-1d5a-40c6-8638-10db134db682___FREC_Scab 3390.JPG,0,Apple___Apple_scab,0,train,partition::00000574,Apple___Apple_scab:::87,feature_dirichlet,0.1,0.1,synthetic_domain,42,1
Apple___Apple_scab/4d3bcf15-cc49-4189-82e1-780efdf625a8___FREC_Scab 3254.JPG,0,Apple___Apple_scab,0,train,partition::00000199,Apple___Apple_scab:::65,feature_dirichlet,0.1,0.1,synthetic_domain,42,0
Apple___Apple_scab/550b0aab-e777-4942-a186-fc910e0fa89b___FREC_Scab 3253.JPG,0,Apple___Apple_scab,0,train,partition::00000199,Apple___Apple_scab:::65,feature_dirichlet,0.1,0.1,synthetic_domain,42,0
Apple___Apple_scab/62c3478f-3ab0-48df-962f-9d7782ec364d___FREC_Scab 2925.JPG,0,Apple___Apple_scab,0,train,partition::00000493,Apple___Apple_scab:::5,feature_dirichlet,0.1,0.1,synthetic_domain,42,0
