relative_path,label,class_name,client_id,split,group_id,leaf_group_id,scenario,alpha,quantity_alpha,feature_skew,seed,domain_id
Apple___Apple_scab/0208f4eb-45a4-4399-904e-989ac2c6257c___FREC_Scab 3037.JPG,0,Apple___Apple_scab,4,train,partition::00000615,Apple___Apple_scab:::25,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/058d5e64-2c57-45ba-94cb-ac83fd1885a0___FREC_Scab 3181.JPG,0,Apple___Apple_scab,4,train,partition::00000514,Apple___Apple_scab:::52,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/0672ab32-9fce-41f3-ae69-e39c48a0a292___FREC_Scab 3347.JPG,0,Apple___Apple_scab,4,train,partition::00000573,Apple___Apple_scab:::80,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/0c620ec5-11cf-4120-94ab-1311e99df147___FREC_Scab 3131.JPG,0,Apple___Apple_scab,4,train,partition::00000447,Apple___Apple_scab:::43,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/0e90fe4a-e8b6-4186-9429-a9fea180af9a___FREC_Scab 3391.JPG,0,Apple___Apple_scab,4,train,partition::00000597,Apple___Apple_scab:::88,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/106aaa5f-c98d-482d-88ef-8e5170e9072d___FREC_Scab 3489.JPG,0,Apple___Apple_scab,4,train,partition::00000625,Apple___Apple_scab:::103,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/133c27cd-57f6-4790-b446-972327e13194___FREC_Scab 3362.JPG,0,Apple___Apple_scab,4,train,partition::00000610,Apple___Apple_scab:::83,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/13b16e68-c82c-4de8-ab34-877ff352e821___FREC_Scab 3180.JPG,0,Apple___Apple_scab,4,train,partition::00000514,Apple___Apple_scab:::52,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/14c623e5-051c-42f6-9e4f-f7a93e6a723c___FREC_Scab 2965.JPG,0,Apple___Apple_scab,4,train,partition::00000512,Apple___Apple_scab:::12,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/18e95262-fb0a-472c-93ab-e03138a360dc___FREC_Scab 3366.JPG,0,Apple___Apple_scab,4,train,partition::00000610,Apple___Apple_scab:::83,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/23466313-6a2c-46e7-ad89-1f95dd2d3b40___FREC_Scab 3517.JPG,0,Apple___Apple_scab,4,train,partition::00000559,Apple___Apple_scab:::107,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/23f31e0d-3330-4752-9f83-8aba28c90ccb___FREC_Scab 3178.JPG,0,Apple___Apple_scab,4,train,partition::00000514,Apple___Apple_scab:::52,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/25aeb397-bc36-4fe5-affe-6b8195d4f282___FREC_Scab 3494.JPG,0,Apple___Apple_scab,4,train,partition::00000625,Apple___Apple_scab:::103,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/268a2ad1-d649-4ec0-add3-61cc8f54f479___FREC_Scab 3235.JPG,0,Apple___Apple_scab,4,train,partition::00000392,Apple___Apple_scab:::61,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/26a31865-1d42-4bd6-8b67-02cbedfd6f64___FREC_Scab 3516.JPG,0,Apple___Apple_scab,4,train,partition::00000559,Apple___Apple_scab:::107,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/2c89ceaf-748c-4371-80d0-d01855f04a92___FREC_Scab 2962.JPG,0,Apple___Apple_scab,4,train,partition::00000512,Apple___Apple_scab:::12,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/2f668a95-80ab-40ac-98ef-657bd85b668b___FREC_Scab 3247.JPG,0,Apple___Apple_scab,4,train,partition::00000602,Apple___Apple_scab:::63,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/40a5e87c-ee32-4d67-9b28-926e94638a1d___FREC_Scab 3251.JPG,0,Apple___Apple_scab,4,train,partition::00000401,Apple___Apple_scab:::64,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/4442b558-4db4-4de3-82c3-7524b59bb315___FREC_Scab 2961.JPG,0,Apple___Apple_scab,4,train,partition::00000512,Apple___Apple_scab:::12,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/44b52928-c5dd-48f4-b2c8-b128032c49dd___FREC_Scab 3518.JPG,0,Apple___Apple_scab,4,train,partition::00000559,Apple___Apple_scab:::107,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/470bece4-7eb2-4ec1-917a-278559afe463___FREC_Scab 3250.JPG,0,Apple___Apple_scab,4,train,partition::00000401,Apple___Apple_scab:::64,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/474cf33e-0289-4014-bb8a-8004b87b471b___FREC_Scab 3425.JPG,0,Apple___Apple_scab,4,train,partition::00000507,Apple___Apple_scab:::93,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
Apple___Apple_scab/48dcb319-8b65-4bac-bba4-aa8ffa8abdd0___FREC_Scab 3519.JPG,0,Apple___Apple_scab,4,train,partition::00000559,Apple___Apple_scab:::107,feature_dirichlet,0.1,0.1,synthetic_domain,42,2
